date,figure,fyear,measure,period,type,value
2011-09-30,common-outstanding-diluted,2011.0,period,TTM-7.5,common,1569094800
2011-09-30,common-outstanding-diluted,2011.0,period,9M,common,3253325920
2011-09-30,common-outstanding-diluted,2011.0,period,Q3,common,3262036960
2011-06-30,common-outstanding-diluted,2011.0,period,TTM-7.75,common,1561850680
2011-06-30,common-outstanding-diluted,2011.0,period,H1,common,3249286560
2011-06-30,common-outstanding-diluted,2011.0,period,Q2,common,3257494240
2011-03-31,common-outstanding-diluted,2011.0,period,TTM-8,common,1554627360
2011-03-31,common-outstanding-diluted,2011.0,period,Q1,common,3241973280
2010-12-31,common-outstanding-diluted,2010.0,period,TTM-8.25,common,1556022000
2010-12-31,common-outstanding-diluted,2010.0,period,FY,common,1556022000
2010-12-31,common-outstanding-diluted,2010.0,period,Q4,common,-3483598560
2010-12-31,common-outstanding-diluted,2010.0,period,H2,common,-126127040
2010-09-30,common-outstanding-diluted,2010.0,period,TTM-8.5,common,3239094040
2010-09-30,common-outstanding-diluted,2010.0,period,9M,common,3236448800
2010-09-30,common-outstanding-diluted,2010.0,period,Q3,common,3232428160
2010-06-30,common-outstanding-diluted,2010.0,period,TTM-8.75,common,3238134120
2010-06-30,common-outstanding-diluted,2010.0,period,H1,common,3238171040
2010-06-30,common-outstanding-diluted,2010.0,period,Q2,common,3227706560
2010-03-31,common-outstanding-diluted,2010.0,period,TTM-9,common,3237229840
2010-03-31,common-outstanding-diluted,2010.0,period,Q1,common,3247551840
2009-12-31,common-outstanding-diluted,2009.0,period,TTM-9.25,common,3234662080
2009-12-31,common-outstanding-diluted,2009.0,period,FY,common,3234662080
2009-12-31,common-outstanding-diluted,2009.0,period,Q4,common,3247029760
2009-12-31,common-outstanding-diluted,2009.0,period,H2,common,3237723840
2009-09-30,common-outstanding-diluted,2009.0,period,TTM-9.5,common,3236636520
2009-09-30,common-outstanding-diluted,2009.0,period,9M,common,3231173920
2009-09-30,common-outstanding-diluted,2009.0,period,Q3,common,3229164640
2009-06-30,common-outstanding-diluted,2009.0,period,TTM-9.75,common,3242195840
2009-06-30,common-outstanding-diluted,2009.0,period,H1,common,3231600320
2009-06-30,common-outstanding-diluted,2009.0,period,Q2,common,3225173120
2009-03-31,common-outstanding-diluted,2009.0,period,TTM-10,common,3243481280
2009-03-31,common-outstanding-diluted,2009.0,period,Q1,common,3237280800
2008-12-31,common-outstanding-diluted,2008.0,period,FY,common,3246366240
2008-12-31,common-outstanding-diluted,2008.0,period,Q4,common,3253024320
2008-12-31,common-outstanding-diluted,2008.0,period,H2,common,3254203680
2008-09-30,common-outstanding-diluted,2008.0,period,9M,common,3244146880
2008-09-30,common-outstanding-diluted,2008.0,period,Q3,common,3252558400
2008-06-30,common-outstanding-diluted,2008.0,period,H1,common,3238528800
2008-06-30,common-outstanding-diluted,2008.0,period,Q2,common,3231061600
2008-03-31,common-outstanding-diluted,2008.0,period,Q1,common,3245996000
2007-12-31,common-outstanding-diluted,2007.0,period,FY,common,3244918560
